TS1	TS2	TS3	TS4	TS5
-0.633181033	1.403430593	0.856058737	-2.6204423	0.45440
0.401242154	-1.531484337	-0.09950235	-2.18110908	0.07510
-1.566572151	-1.716640575	-1.658453907	-1.20031163	0.19415
-2.468036666	-0.234779134	-0.102791129	-0.6149117	0.61294
-2.394164751	-0.414850404	0.180622534	-1.30474343	0.40575
-4.597496517	-2.560387725	1.109215712	-2.33891708	0.11250
-1.77612595	-2.109634573	-0.015834402	-2.05631228	-0.53356
-1.909450612	0.03257104	0.195061322	-1.89193809	0.32787
-1.049895057	0.564537786	1.559261065	-3.93125323	1.99342
-0.948025069	2.246166784	-0.652887187	-8.70015048	0.05736
0.642756158	0.207118737	0.410526903	-12.19278872	-0.80407
0.347283729	-1.051812095	-0.710330137	-12.47150484	-1.22270
-0.266926128	0.160619453	2.297953299	-10.21736845	-1.31097
-0.534637156	0.887703872	0.23322601	-8.07210016	-1.17364
-0.475132592	1.555385143	-1.928635659	-7.25054447	-3.10964
-0.566029152	-0.765264093	-1.112739333	-6.82033984	-4.54039
0.766450756	-0.296065377	-0.473136012	-7.41893734	-5.76155
-0.64452849	1.10111105	-0.779957119	-8.30964518	-6.82727
-1.890867874	-0.083846344	-0.944942425	-8.36046099	-6.27867
-1.381037178	-1.191568655	0.543706864	-6.95902387	-6.14181
-0.594324226	2.274420305	-0.092725053	-5.23570802	-4.87620
-1.654406681	2.856569639	0.503833305	-5.08334744	-5.31820
0.587786277	1.58958461	-1.324536464	-4.53794076	-4.24660
0.734001409	0.668121552	-0.155786099	-5.36829887	-4.11696
-0.632184833	-1.899059669	0.862498982	-6.14854244	-3.36019
0.678210625	-1.35527966	-0.443937264	-6.08507329	-2.32577
0.160130225	-0.381386171	0.878857461	-6.21951467	-1.20789
-0.372908568	-1.284174537	0.385660848	-5.28483358	-0.54659
2.691766292	1.080368087	1.237577291	-3.71931488	-0.03157
2.109219716	1.678344032	-0.0673945	-3.9547253	0.79127
3.091678023	0.748207564	0.524365328	-4.69392429	2.23194
3.323997162	0.93677954	-0.669085766	-4.48930064	2.17913
2.607841966	-0.171581449	-0.949028792	-6.19080791	0.76687
4.152839567	-0.219465711	1.357297501	-6.80936051	-2.04986
4.752767735	-0.118849257	1.739507482	-5.94705922	-1.81080
2.818377593	-0.693450623	-1.176148361	-4.66352777	-0.72123
4.15182118	-1.148250955	1.099231861	-2.12537584	1.21050
3.162846417	-0.403111715	1.015472268	-1.29891474	3.35034
2.641537816	-0.580868447	-0.793004552	-0.80666414	3.66788
2.182293874	-0.612403978	-0.451484193	-0.51846741	5.26076
2.062102997	0.860672668	-0.612492802	-1.0963454	6.88374
4.174932953	2.246335443	-0.498149277	-1.46487593	7.37407
1.496214601	0.427636039	-0.477382852	-1.69195997	4.73540
3.727294223	-1.600545678	-0.387750204	0.43013157	2.10106
2.076060609	-0.913227561	-0.210654565	1.41491505	2.08613
3.312619884	1.936362492	0.582391956	3.51087763	1.38805
4.499839576	-0.37722296	0.45730982	5.64987714	2.45908
3.790294033	-5.566073054	-0.98875612	4.22371206	3.06476
3.22079436	-2.071258676	-0.316656258	2.53933571	4.03934
4.84806121	0.07849183	1.713413222	2.48222201	3.36724
2.408926584	-0.238260575	1.415586943	1.88131373	4.02431
3.882016333	0.941272046	0.240472104	1.80116811	4.05784
0.645990263	0.720107425	0.498196279	3.72771043	3.52073
2.068469768	-1.123143967	0.601866756	5.53295979	3.14850
3.059311313	-1.733407469	1.684403461	5.04653086	4.22603
4.007993692	2.586951375	-1.209667755	5.26515149	5.06052
3.430818312	0.795917509	1.282723341	5.18745175	5.05538
3.521797672	-1.546030008	1.025178378	3.83255795	4.79615
4.408581081	0.995625001	0.657755292	3.51065292	3.91731
4.801014799	1.8289619	-1.16093936	3.07254088	3.22297
4.839981579	-1.772680971	0.6565198	3.81807133	2.69974
3.16443385	1.379241856	1.46009963	3.45474484	2.46458
3.686547588	2.712213546	-0.253797486	0.66127704	0.92906
2.726223348	0.169110987	-0.873172755	-0.39569903	1.16088
4.200251358	-4.375756547	0.044924554	-0.15824047	0.62527
4.633018208	-1.841054323	-0.539212463	-1.08255572	0.87899
3.599338861	1.016185994	-2.363110311	-2.7225024	1.00797
3.456437851	-0.753888782	0.681977912	-3.89195685	0.87541
3.48687354	-0.868053038	1.233471646	-3.45983582	-0.46469
3.261271515	-0.186139432	1.853598865	-2.77079585	-0.03329
1.723746599	1.339962067	-0.999512749	-4.0837688	0.35184
3.213606498	0.858110166	-0.351596663	-5.38138	1.03831
2.099723426	-0.870385632	-0.65107417	-5.42321861	0.89098
0.692176073	-2.528125913	-0.732188962	-5.09339621	-0.17639
1.118517983	-0.903814104	-0.066307328	-5.01706158	-1.15272
2.374473775	-0.066841761	0.893242219	-3.32596197	-3.17982
1.067842028	-2.485363024	-0.1501264	-3.35810453	-2.80605
1.849083135	-2.183836316	0.37891783	-4.04486361	-1.58756
-0.294897221	-1.111184679	0.354093102	-3.2062565	-0.88082
-0.404311815	-0.29273444	0.161671079	-2.74187074	-1.65796
-2.18953758	-1.218419304	1.464240464	-3.71900886	-0.86426
-2.440555783	0.468746932	0.561467672	-5.86607962	-1.03197
-3.613272964	0.028729048	-0.482766371	-6.95272178	0.09480
-2.233703101	0.45387714	-0.634785619	-6.82565014	1.92459
-3.130950653	0.374421206	0.030292904	-5.59228858	1.99242
-2.282691397	-1.871951442	0.66989079	-6.01490514	1.42180
-3.091345888	0.480150961	-0.82390774	-6.21432697	1.25893
-0.698752693	2.307707508	0.162269834	-4.72382303	1.35179
0.38722556	2.619426686	1.266173059	-2.51506537	0.64419
-0.125905767	0.468180285	-0.053919837	-0.78101447	1.84031
-0.201309769	0.696980818	-1.428449983	-0.56463399	3.61122
1.439419133	-0.533945039	-0.572162217	-0.92136249	4.45107
2.245959243	-0.260295348	-0.384992183	-2.23512112	3.12415
1.922784376	-0.994500053	0.024019984	-2.59711787	4.73804
1.499206449	-0.406656965	0.689873636	-0.72299442	5.14643
-1.102128508	0.168511536	0.142615408	1.11594723	5.18659
0.923646995	1.310897641	0.732834946	2.72140217	6.11020
-1.14980221	0.815834657	0.097637363	0.95215983	6.94731
-1.219639303	-1.06153841	0.171370552	-0.68657205	7.84699
-0.997884528	1.542595551	0.2723104	0.96007101	7.24432
-2.321870165	0.159536207	-1.818739556	1.40453623	7.65893
-2.075403091	-2.921078427	0.771358312	0.46506415	7.57607
-2.50453763	-0.634441147	0.467055454	1.43049783	6.45886
-2.013788222	0.23540866	0.312964911	2.88893553	5.78550
-2.280751306	-1.661693151	-0.779042943	1.71515466	4.98666
-1.297537757	-0.684279033	0.734914741	0.50229648	3.96003
-0.136919129	0.176556119	-0.44900791	0.73267103	5.33845
0.017008299	-0.049220078	-0.93820646	2.17645298	4.65255
1.179056017	0.08228915	-0.555383621	2.39004865	4.56563
0.904826908	1.157464787	0.98105812	0.60623612	3.90717
1.273914332	-1.156465207	0.131044875	0.83073531	1.96398
1.508525081	-0.624969407	0.15356655	2.18545665	0.55642
0.937998325	-0.138850107	0.174923586	1.10974823	1.16200
-0.600589193	-0.107240712	1.28433981	2.15132303	0.22588
0.857022369	-0.189601389	-0.604265504	3.83072082	-0.62630
0.18368545	-2.839862205	-1.021997857	3.34995748	-2.38476
-0.411157334	-0.327022849	-0.372532688	1.81699046	-3.08353
1.166195792	0.951479656	0.082984806	-0.44565659	-1.68337
2.202792656	0.451341248	0.161637881	0.1859299	0.80177
1.84135656	-2.389378968	-0.523479808	1.69206446	1.64640
0.06549143	-3.012728408	-0.021654957	-0.189381	0.31387
1.086354722	-0.049934551	0.418530916	-2.14359657	0.75351
0.337246055	1.118279013	-0.180027438	-2.84852566	1.46259
0.641800739	0.142832207	-0.620185457	-5.70406074	3.24669
-0.437955589	-1.245958672	0.95002585	-6.40173963	4.55268
1.222066405	-1.738508391	-0.137469347	-4.895618	3.67350
0.649850149	1.411602941	-1.727749868	-6.21566187	3.40658
0.037671404	-0.248273177	-1.053850083	-7.56213226	3.05957
-1.572215273	-1.84783825	0.051823019	-7.74752328	2.44226
-0.68066471	-0.26719847	-0.174883739	-8.49943116	2.64644
-0.107929808	-1.105970844	-0.641316187	-6.01359945	3.69821
0.487756213	-0.378490947	0.177920291	-4.46610943	5.08200
-0.565140015	0.97794567	-0.64416504	-7.48459272	5.93022
0.289328272	0.745488676	0.610743152	-9.65060089	5.40743
0.407089864	-0.766445039	-0.276740335	-10.99931844	5.39153
0.544633575	-0.642580056	0.944245512	-11.48031395	4.94209
0.31528674	0.167771512	-0.809070785	-12.48011743	4.68930
-1.005169156	-2.178628215	-1.228452052	-12.12860681	4.08551
-0.366966882	0.374022048	0.371401446	-10.55836676	2.53514
-0.309381079	1.063484625	-0.034573779	-11.14401726	3.01087
0.459774605	-0.185026849	-1.228072299	-10.94314103	2.86286
-2.545304385	-1.905698721	0.206552928	-10.24851577	2.98730
-2.066976626	-1.778794372	1.382564121	-9.92501488	2.02207
-2.180858966	-0.540948621	-0.006196278	-9.21373331	2.02961
-0.899065581	-1.186213247	1.271618929	-8.1602333	1.87622
-0.247302038	1.942327534	-0.920891359	-6.73224164	2.64147
0.259943573	1.822945738	0.490980732	-5.30188004	3.14482
0.707404326	-0.153756844	1.559512339	-5.13235295	3.28691
1.124519616	1.252382481	0.493671955	-7.20208456	2.23055
2.361688455	1.272405558	1.072435254	-8.45316536	1.82153
2.023642625	-2.339413265	2.051608874	-7.26691855	2.42728
0.630216693	-2.450331057	-1.415300283	-5.99848197	3.33565
-0.752233292	1.202096666	-1.222257093	-5.25470243	2.68562
-1.204028545	1.198870388	0.834024992	-5.09771998	3.57682
-1.704679049	0.120696299	-2.21103821	-5.74176219	3.29278
-0.859449248	-0.531257498	0.040408989	-5.97304112	1.95255
-0.739466914	1.581837562	-1.592922224	-6.10238408	2.80135
0.194718561	-0.487430502	-1.037980152	-5.6427997	2.59812
0.413749772	-0.704935681	-0.038917052	-3.98269726	2.52950
0.680070118	1.653178241	0.63140403	-3.11769303	2.14437
-0.583274174	-0.073972633	0.076782355	-3.07750384	2.66849
-1.605695267	0.971271591	-0.70589933	-1.71352755	4.70118
-1.128398633	3.652672049	-0.832087328	-0.15248742	3.74319
-0.583607857	4.185300787	-0.879322906	0.4895854	3.26785
-1.725603678	1.972999657	-0.626855187	1.50830405	1.47234
-1.316234158	-0.798877601	0.00632293	2.86462833	-1.21365
-1.499394656	0.366005586	0.966403364	3.10450105	-1.70953
-1.262196631	0.6855064	-1.21065355	1.42476317	-2.59716
0.03993378	-1.247971046	-1.96011178	0.92237657	-2.63803
-1.751889812	-0.308603789	-1.414841925	1.74964775	-2.44259
-1.75275266	3.304098027	-1.108347829	1.97069423	-2.96788
-4.242790904	0.757577884	-0.120330284	1.25822272	-5.14614
-3.527893972	-1.537257367	-0.65711876	-1.1881896	-6.00871
-1.615126104	-0.592092968	-2.211397319	-3.5422447	-4.10733
-2.9630981	0.37666028	-0.528553638	-4.51608681	-2.82927
-1.851169116	2.520300364	1.683156779	-4.84634201	-3.68911
-3.121274534	0.133733592	0.373677122	-5.11167641	-4.78000
-4.169687797	-1.041614162	0.369626008	-5.29361813	-6.14279
-3.713916144	-0.598802532	-0.871183027	-3.91327123	-7.66133
-3.225831519	-0.852188541	-0.268689316	-3.91368911	-7.47966
-1.49586437	-1.165477355	-0.918364576	-3.36122393	-7.83142
-3.746136584	-1.634226047	1.179021724	-2.52164568	-8.87350
-1.861805443	1.14438169	0.976546037	-2.64569005	-8.86281
-0.6440674	0.397800394	-0.21917938	-3.15970935	-8.17296
-1.66395498	-1.249949715	0.17637605	-4.74875553	-8.09449
-2.254303572	-0.258042436	1.5487613	-3.73417958	-6.44415
-2.46950092	0.265171114	-0.877419695	-1.48333818	-5.97578
-1.176573439	-1.402071661	2.510971259	-1.00965386	-5.64239
-0.799571912	-1.293834325	1.669778904	-1.16136474	-7.17748
-0.752660498	0.480262557	0.125528624	0.03408293	-6.92416
-1.953702109	-1.1329305	0.147494449	1.10996795	-4.96586
-2.284141505	-1.64665239	-0.277149738	-0.79058461	-3.76568
-2.510489938	1.625379011	0.694990586	-2.41161686	-3.78879
-0.239894825	4.002883954	0.675554412	-2.51374127	-2.36732
0.78758299	1.84013577	2.112820448	-0.89194684	-1.78624
1.677251122	0.181467795	0.866678576	1.25987421	0.66674
1.988469476	0.816641943	-0.431915453	2.99559255	0.00375
1.375435971	1.09196666	0.554202117	4.89042393	0.99731
0.715552786	-2.090589329	-1.388034936	7.0787714	0.57255
0.964831302	-0.277798181	-1.440647278	5.87980471	0.25864
-0.419013006	0.676521775	-0.131120819	4.77123597	0.81831
-0.377509612	0.451940127	-1.532774614	2.94814785	0.26110
0.477167493	0.363295272	-2.360826637	1.01315495	1.75495
0.981482866	-0.713163631	-0.431853037	2.39609011	2.43795
0.620594646	-2.171207512	-0.021280839	3.2625211	3.84657
1.706867738	-1.549825498	0.182306916	2.0600516	3.63855
3.269447735	0.440403695	0.216062923	1.0612152	3.81987
4.270322179	2.250777421	0.362559817	2.13824946	3.43659
3.08405553	0.507056498	-0.096054517	2.90896789	2.52208
2.790864663	-1.55443255	-1.906915896	2.00301403	1.86415
1.808745923	1.998663348	2.050407101	0.08822517	2.04607
1.713016396	0.362974037	0.881442916	-0.38639701	1.10142
1.037009284	-0.882224912	-0.524638672	0.41428903	2.19086
-0.307965245	0.374138927	-1.067368209	-0.16792324	2.36363
-0.401234159	-0.580385493	-0.379341259	-1.52636274	3.00295
0.251127462	0.345981628	0.571271241	-1.17218852	3.31089
-0.018719407	0.863209783	0.230446666	-1.01257415	2.52006
-0.36698491	-1.567859847	0.588951868	-1.40315915	3.01007
0.734573778	-2.787750318	0.92669619	-0.65049944	2.98226
0.790598464	-0.250665309	-1.174403825	0.52762162	3.05252
1.507442555	0.020237558	-0.547714727	1.74783271	2.30703
1.586622312	-0.621421516	0.417907046	2.5086635	1.34575
1.786747147	1.270579188	0.288208903	2.48513336	0.23048
1.973541807	1.204420211	-0.388950362	4.44687045	0.50569
0.684560807	0.279676793	2.518084766	4.81764652	2.03726
0.877796195	-0.420689049	0.219252931	2.57763132	2.86865
0.587162553	-0.152777102	-0.721865626	2.9661126	3.92875
1.881919846	-1.158141843	-0.137097576	2.97761679	3.18766
3.417662266	-1.443781862	1.22395324	1.56888016	3.33868
3.838585657	0.457118294	0.475603461	1.5969002	1.31069
2.381511363	-1.44713872	-0.558238955	2.12458117	0.60685
5.253058937	-1.254843946	0.965503744	2.2186906	0.22694
5.964851895	0.320389614	-1.002743728	1.77221175	-0.39779
5.970308205	0.095891186	1.375172617	2.16869216	0.46618
4.723207438	-0.274890899	0.086401824	2.56709303	1.89917
2.317536501	-0.190816707	-0.110988252	1.65767323	1.59646
2.179994278	-0.301147469	-1.910787094	0.80880247	0.18387
3.369504192	0.41829889	1.576324251	0.67722303	-1.62796
2.131459687	1.106850245	0.776053301	0.66616038	-2.23910
2.996074041	0.150113033	-0.318150837	1.02717672	-3.91514
2.197431709	-0.468802713	1.043460672	0.66425539	-4.76185
1.162180975	-2.080809267	-2.121983103	3.63567639	-5.33895
0.318354195	0.289107336	0.201483872	5.84398941	-6.16545
1.565422962	0.839484408	1.035478561	4.01515064	-6.85757
-1.12133529	0.287303999	0.472129065	3.25118604	-7.31297
-1.822464055	-1.026132122	0.652317873	4.57280092	-7.11899
-1.75411576	-1.162656089	1.423887167	5.19412564	-5.82321
-1.539460448	0.15975525	-0.732223006	3.52597943	-6.11883
0.481484443	0.448189356	-0.440763527	3.11641951	-3.53474
-1.796436492	1.726858713	-0.98390621	3.11354247	-3.04857
-1.628514158	-1.013742125	0.012915313	-0.13614611	-0.88114
-0.967434676	2.497488865	-0.170429781	-3.35296496	-0.15466
-1.254613086	2.978038636	0.055736238	-5.47188148	1.44046
-0.651442316	-0.149454038	0.279238899	-6.88094166	1.85070
0.549414697	0.539151019	-0.768033662	-6.62789586	1.94999
1.274298742	-0.394537219	-0.46795563	-6.5812193	1.98364
1.195652388	-1.382706653	-0.341482528	-7.1906758	0.85757
1.536721358	2.972815956	-1.128974238	-7.59230184	1.40544
2.283188178	2.300793814	0.082548796	-9.04805723	0.97797
0.591951948	1.287925945	-0.786026912	-9.73165238	2.09167
1.13101763	0.147213493	0.257601089	-8.79746591	0.70299
0.71504276	-2.157093664	0.04671984	-7.46222922	1.44685
0.18628433	0.045292409	-0.86113235	-6.23288181	0.64485
-0.365571863	1.441979355	-0.242364102	-5.12159003	1.95463
-0.331452455	2.532012402	-1.392136608	-4.91521886	2.31814
0.175986328	1.713372205	-0.560827334	-6.25076318	1.83884
-0.471078643	-1.007212061	2.102140708	-7.05866524	0.00001
0.600102761	1.94365535	0.728960944	-8.20619304	0.00745
-1.095427934	2.249895593	-0.132005655	-7.53948525	-1.80033
0.375037228	-0.233161562	1.414942124	-4.64336299	-1.14089
1.091677177	0.377180875	1.321019694	-4.60038508	-0.36482
1.251277026	-1.117578828	0.31110391	-3.22044288	0.04997
1.405746383	-3.02290133	2.342471573	-1.78259401	0.37708
2.289859421	-0.366014971	1.560996701	-2.58931017	0.76670
1.565256608	-1.264781112	0.589823688	-2.24094719	1.92915
1.576899137	-2.127803039	-1.096414861	-3.05261097	0.36763
2.982425679	2.76814404	1.192835618	-2.87112292	-0.17769
3.232346212	2.617261456	-0.29141447	-3.03146145	-3.09081
2.337934668	0.475380428	1.244552219	-5.29857353	-5.02706
1.558751773	0.515385288	2.005729596	-6.34729503	-4.81199
2.103852171	-0.89479448	1.872091972	-5.0670362	-3.65956
2.183550637	1.312255836	0.767103295	-3.51331879	-1.34852
0.430596621	0.370685911	1.024665731	-2.56728239	-1.23768
0.630009743	-3.529863677	0.766368914	-2.43662947	-0.24758
0.45240254	-1.110824795	-0.203444806	-2.92946089	-1.60527
0.995327567	3.394130773	-1.678258316	-3.55407057	-2.92598
-0.063336153	1.422854065	-0.1015733	-4.11984029	-2.07864
1.211138113	-0.639310277	2.049526796	-3.69905859	-1.39730
1.332004946	0.694929784	1.990385583	-2.46407272	-1.37657
0.853570795	2.664028016	-1.443868728	-2.15830876	-2.70043
-0.638159721	3.230269992	0.572730024	-2.10990077	-2.92942
-1.190691429	0.339689316	-0.2014858	-1.16229514	-2.84325
-2.240033953	-2.426474784	0.36265212	-0.20484351	-0.38775
-1.042997631	-2.227447612	-0.08296616	-1.21514969	-1.98845
0.163234514	0.949142061	-0.386511739	-3.6006911	-1.97830
2.365297298	1.736549986	-0.538631138	-3.53520532	0.58444
-0.116918528	-0.501935079	1.411125288	-1.09396843	0.83569
0.715028157	1.149010567	1.69819373	-0.73070846	0.07602
0.643717574	0.125299298	-0.2198089	-2.08025662	0.01099
1.026156184	-1.311020432	1.668636565	-3.07585572	-1.49383
1.739421978	3.152498414	2.270269944	-3.18419314	-0.23188
1.976748451	1.895666839	0.935550104	-3.17339435	-1.62771
0.374781121	-0.744870545	1.179208712	-3.86784586	-1.98652
0.742428254	0.425575846	0.218673463	-4.75708746	-3.84892
-0.015839861	-1.33336464	-1.05143839	-5.6638852	-2.92356
-0.001729967	-2.322018288	-1.105822128	-5.61192164	-2.36449
-0.777594359	-2.599673226	-0.050110699	-4.61581866	-1.29164
-2.093314677	-1.497671288	0.135616753	-2.41590738	-0.84417
-0.027456273	1.637821295	-1.026263129	-1.78482743	-1.26927
